2024-10-17 10:36:30, 42.133858
2024-10-17 10:36:32, 67.846695
2024-10-17 10:36:34, 43.207306
2024-10-17 10:36:36, 41.226067
2024-10-17 10:36:38, 36.9114
2024-10-17 10:36:40, 87.3635
2024-10-17 10:36:42, 68.05672
2024-10-17 10:36:44, 62.552845
2024-10-17 10:36:46, 0.06401539
2024-10-17 10:36:48, 34.509117
2024-10-17 10:36:50, 35.720516
2024-10-17 10:36:52, 29.031199
2024-10-17 10:36:54, 20.606922
2024-10-17 10:36:56, 25.737118
2024-10-17 10:36:58, 58.14863
2024-10-17 10:37:00, 34.635567
2024-10-17 10:37:02, 78.353836
2024-10-17 10:37:04, 17.13987
2024-10-17 10:37:06, 47.59029
2024-10-17 10:37:08, 97.87584
2024-10-17 10:37:10, 86.19942
2024-10-17 10:37:12, 25.964445
2024-10-17 10:37:14, 46.781013
2024-10-17 14:43:30, 4.192239
2024-10-17 14:43:32, 27.33894
2024-10-17 14:43:34, 21.663279
2024-10-17 14:43:36, 50.543816
2024-10-17 14:43:38, 73.359055
2024-10-17 14:43:40, 78.36226
2024-10-17 14:43:42, 96.86916
2024-10-17 14:43:44, 68.675735
2024-10-17 14:43:46, 89.86644
2024-10-17 14:43:48, 55.91983
2024-10-17 14:43:50, 72.57902
2024-10-17 14:43:52, 31.515944
2024-10-17 14:43:54, 95.82886
2024-10-17 14:43:56, 25.499004
2024-10-17 14:43:58, 8.985787
2024-10-17 14:44:00, 83.934975
2024-10-17 14:44:02, 59.423874
2024-10-17 14:44:04, 98.56122
2024-10-17 14:44:06, 42.081158
2024-10-17 14:44:08, 67.96642
2024-10-17 14:44:10, 95.83728
2024-10-17 14:44:12, 51.903408
2024-10-17 14:44:14, 74.85723
2024-10-17 14:44:16, 19.284254
2024-10-17 14:44:18, 28.02027
2024-10-17 14:44:20, 55.101215
2024-10-17 14:44:22, 76.97459
2024-10-17 14:44:24, 23.39657
2024-10-17 14:44:26, 94.905174
2024-10-17 14:44:28, 39.157604
2024-10-17 14:44:30, 21.044552
2024-10-17 14:44:32, 56.23697
2024-10-17 14:44:34, 70.757195
2024-10-17 14:44:36, 31.782967
2024-10-17 14:44:38, 5.368656
2024-10-17 15:42:28, 23.94297
2024-10-17 15:42:30, 5.1344037
2024-10-17 15:42:32, 31.440466
2024-10-17 15:42:34, 92.077675
2024-10-17 15:42:36, 62.331085
2024-10-17 15:42:38, 94.46609
2024-10-17 15:42:40, 54.4783
2024-10-17 15:42:42, 7.9924583
2024-10-17 15:42:44, 79.36016
2024-10-17 15:42:46, 64.38317
2024-10-17 15:42:48, 46.11289
2024-10-17 15:42:51, 81.78407
2024-10-17 15:42:53, 94.110085
2024-10-17 15:42:55, 91.120804
2024-10-17 15:42:57, 92.79424
2024-10-17 15:42:59, 89.74364
2024-10-17 15:43:01, 34.752106
2024-10-17 15:43:03, 2.3773372
2024-10-17 15:43:05, 4.515773
2024-10-17 15:43:07, 64.44649
2024-10-17 15:43:09, 37.107403
2024-10-17 15:43:11, 48.33808
2024-10-17 15:43:13, 83.119576
